Name,Type,County,ElectionDate,Amount,Purpose,Description,PropNumber,VotesFor,VotesAgainst,Result
Tomball Business Improvement District 1,WD,Montgomery,11/8/22,8990000,Refund,"Roads, Refunding",6,2,0,Carried
Montgomery County MUD 128B,WD,Montgomery,11/8/22,181200000,Refund,"Roads, Refunding",7,2,0,Carried
Montgomery County MUD 128B,WD,Montgomery,11/8/22,215600000,Refund,"Water, Sewer, Drainage & Refunding",5,2,0,Carried
Montgomery County MUD 196,WD,Montgomery,11/8/22,142500000,Other,"Water, Sewer, Drainage & Refunding",3,1,0,Carried
Montgomery County MUD 179,WD,Montgomery,11/8/22,8809000,Refund,"Roads, Refunding",7,2,0,Carried
Prairie Crossing MUD 1,WD,Williamson,11/8/22,24800000,Other,Parks & Recreation,5,1,0,Carried
Tradition MUD 2A of Denton County,WD,Denton,11/8/22,424400000,Other,Road,3,1,0,Carried
Montgomery County MUD 196,WD,Montgomery,11/8/22,22500000,Refund,Parks and Recreation Refunding,7,1,0,Carried
Montgomery County MUD 152B,WD,Montgomery,11/8/22,136500000,Other,"Water, Sewer & Drainage",2,1,0,Carried
Williamson County MUD 35,WD,Williamson,11/8/22,17200000,Other,Parks & Recreation,4,1,0,Carried
Montgomery County MUD 128B,WD,Montgomery,11/8/22,32700000,Other,Recreation,3,2,0,Carried
Legends Ranch MUD,WD,Denton,11/8/22,230267389,Other,"Water, Sewer & Drainage",2,1,0,Carried
Montgomery County MUD 129,WD,Montgomery,11/8/22,15450000,Other,Recreation,3,2,0,Carried
Montgomery County MUD 101,WD,Montgomery,11/8/22,210540000,Other,"Water, Sewer & Drainage",2,1,0,Carried
Kemah Municipal Management District 1,WD,Galveston,11/8/22,54175000,Other,Road,5,2,1,Carried
Kemah Municipal Management District 1,WD,Galveston,11/8/22,32155000,Refund,Recreation & Refunding,4,3,1,Carried
Williamson County MUD 35,WD,Williamson,11/8/22,196600000,Other,"Water, Sewer & Drainage",3,1,0,Carried
Montgomery County MUD 152B,WD,Montgomery,11/8/22,33950000,Other,Recreation,3,1,0,Carried
Tradition MUD 2A of Denton County,WD,Denton,11/8/22,769050000,Refund,"Water, Sewer, Drainage & Refunding",4,1,0,Carried
Montgomery County MUD 128B,WD,Montgomery,11/8/22,32700000,Refund,Recreation & Refunding,6,2,0,Carried
Sunfield MUD 04,WD,Hays,11/8/22,84500000,Other,"Water, Sewer & Drainage",1,2,0,Carried
Prairie Crossing MUD 1,WD,Williamson,11/8/22,255750000,Refund,"Roads, Refunding",7,1,0,Carried
Rocky Top Ranch MUD,WD,Denton,11/8/22,237500000,Other,"Water, Sewer & Drainage",2,2,0,Carried
Tomball Business Improvement District 1,WD,Montgomery,11/8/22,21080500,Refund,Recreation & Refunding,4,2,0,Carried
Montgomery County MUD 213,WD,Montgomery,11/8/22,10360000,Refund,Recreation & Refunding,5,2,0,Carried
Legends Ranch MUD,WD,Denton,11/8/22,345401084,Refund,"Water, Sewer, Drainage & Refunding",4,1,0,Carried
Vista MUD,WD,Travis,11/8/22,214500000,Refund,"Roads, Refunding",4,1,0,Carried
Montgomery County MUD 129,WD,Montgomery,11/8/22,51300000,Other,"Water, Sewer & Drainage",2,2,0,Carried
Montgomery County MUD 179,WD,Montgomery,11/8/22,16810000,Refund,"Water, Sewer, Drainage & Refunding",5,2,0,Carried
Tomball Business Improvement District 1,WD,Montgomery,11/8/22,17980000,Other,Road,5,2,0,Carried
Prairie Crossing MUD 2,WD,Williamson,11/8/22,267600000,Refund,"Roads, Refunding",7,2,0,Carried
Tomball Business Improvement District 1,WD,Montgomery,11/8/22,42161000,Other,Recreation,3,2,0,Carried
Montgomery County MUD 129,WD,Montgomery,11/8/22,15450000,Refund,Recreation & Refunding,6,2,0,Carried
Montgomery County MUD 101,WD,Montgomery,11/8/22,201900000,Other,Road,4,1,0,Carried
Montgomery County MUD 213,WD,Montgomery,11/8/22,93700000,Other,Road,6,2,0,Carried
Sunfield MUD 04,WD,Hays,11/8/22,126750000,Refund,"Water, Sewer, Drainage & Refunding",3,2,0,Carried
Montgomery County MUD 202A,WD,Montgomery,11/8/22,557900000,Refund,Refunding,5,2,0,Carried
Montgomery County MUD 129,WD,Montgomery,11/8/22,39800000,Refund,"Roads, Refunding",7,2,0,Carried
Montgomery County MUD 129,WD,Montgomery,11/8/22,39800000,Other,Road,4,2,0,Carried
Tradition MUD 2A of Denton County,WD,Denton,11/8/22,512700000,Other,"Water, Sewer & Drainage",2,1,0,Carried
Kemah Municipal Management District 1,WD,Galveston,11/8/22,32155000,Other,Recreation,3,3,1,Carried
Prairie Crossing MUD 1,WD,Williamson,11/8/22,170500000,Other,Road,4,1,0,Carried
Vista MUD,WD,Travis,11/8/22,143000000,Other,Road,3,1,0,Carried
Legends Ranch MUD,WD,Denton,11/8/22,197334900,Other,Road,3,1,0,Carried
Vista MUD,WD,Travis,11/8/22,57500000,Other,Parks,5,1,0,Carried
Montgomery County MUD 202A,WD,Montgomery,11/8/22,346200000,Other,"Water, Sewer & Drainage",2,2,0,Carried
Montgomery County MUD 202A,WD,Montgomery,11/8/22,180500000,Other,Road,3,2,0,Carried
Montgomery County MUD 101,WD,Montgomery,11/8/22,201900000,Refund,"Roads, Refunding",7,1,0,Carried
Montgomery County MUD 213,WD,Montgomery,11/8/22,21700000,Refund,"Water, Sewer, Drainage & Refunding",3,2,0,Carried
Montgomery County MUD 129,WD,Montgomery,11/8/22,51300000,Refund,"Water, Sewer, Drainage & Refunding",5,2,0,Carried
Rancho del Cielo MUD,WD,Williamson,11/8/22,13100000,Other,Parks & Recreation,4,2,0,Carried
Prairie Crossing MUD 2,WD,Williamson,11/8/22,178400000,Other,Road,4,2,0,Carried
Montgomery County MUD 196,WD,Montgomery,11/8/22,15000000,Refund,Parks & Recreation,6,1,0,Carried
Montgomery County MUD 196,WD,Montgomery,11/8/22,60000000,Other,Road,4,1,0,Carried
Kemah Municipal Management District 1,WD,Galveston,11/8/22,54175000,Refund,"Roads, Refunding",6,3,1,Carried
Prairie Crossing MUD 1,WD,Williamson,11/8/22,570000000,Other,"Water, Sewer & Drainage",3,1,0,Carried
Montgomery County MUD 179,WD,Montgomery,11/8/22,4120000,Other,Recreation,3,2,0,Carried
Montgomery County MUD 213,WD,Montgomery,11/8/22,108500000,Other,"Water, Sewer & Drainage",2,2,0,Carried
Rancho del Cielo MUD,WD,Williamson,11/8/22,106500000,Other,"Water, Sewer & Drainage",3,2,0,Carried
Montgomery County MUD 128B,WD,Montgomery,11/8/22,215600000,Other,"Water, Sewer & Drainage",2,2,0,Carried
Montgomery County MUD 152B,WD,Montgomery,11/8/22,136500000,Refund,"Water, Sewer, Drainage & Refunding",5,1,0,Carried
Montgomery County MUD 152B,WD,Montgomery,11/8/22,65000000,Refund,"Roads, Refunding",7,1,0,Carried
Montgomery County MUD 179,WD,Montgomery,11/8/22,8809000,Other,Road,4,2,0,Carried
Vista MUD,WD,Travis,11/8/22,380000000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Prairie Crossing MUD 1,WD,Williamson,11/8/22,892200000,Refund,Refund,6,1,0,Carried
Montgomery County MUD 196,WD,Montgomery,11/8/22,95000000,Other,"Water, Sewer & Drainage",2,1,0,Carried
Legends Ranch MUD,WD,Denton,11/8/22,296002350,Refund,"Roads, Refunding",5,1,0,Carried
Montgomery County MUD 213,WD,Montgomery,11/8/22,18740000,Refund,"Roads, Refunding",7,2,0,Carried
Montgomery County MUD 213,WD,Montgomery,11/8/22,51800000,Other,Recreation,4,2,0,Carried
Sunfield MUD 04,WD,Hays,11/8/22,72000000,Refund,"Roads, Refunding",4,2,0,Carried
Sunfield MUD 04,WD,Hays,11/8/22,48000000,Other,Road,2,2,0,Carried
Prairie Crossing MUD 2,WD,Williamson,11/8/22,582900000,Other,"Water, Sewer & Drainage",3,2,0,Carried
Tomball Business Improvement District 1,WD,Montgomery,11/8/22,165671000,Other,"Water, Sewer & Drainage",1,2,0,Carried
Montgomery County MUD 101,WD,Montgomery,11/8/22,53750000,Refund,Recreation & Refunding,6,1,0,Carried
Montgomery County MUD 101,WD,Montgomery,11/8/22,210540000,Refund,"Water, Sewer, Drainage & Refunding",5,1,0,Carried
Rancho del Cielo MUD,WD,Williamson,11/8/22,179400000,Refund,Refund,5,2,0,Carried
Tomball Business Improvement District 1,WD,Montgomery,11/8/22,78335500,Refund,"Water, Sewer, Drainage & Refunding",2,2,0,Carried
Tradition MUD 2A of Denton County,WD,Denton,11/8/22,636600000,Refund,"Roads, Refunding",5,1,0,Carried
Montgomery County MUD 196,WD,Montgomery,11/8/22,90000000,Refund,"Roads, Refunding",5,1,0,Carried
Montgomery County MUD 179,WD,Montgomery,11/8/22,4120000,Refund,Recreation & Refunding,6,2,0,Carried
Prairie Crossing MUD 2,WD,Williamson,11/8/22,25800000,Other,Parks & Recreation,5,2,0,Carried
Montgomery County MUD 128B,WD,Montgomery,11/8/22,181200000,Other,Road,4,2,0,Carried
Montgomery County MUD 152B,WD,Montgomery,11/8/22,33950000,Refund,Recreation & Refunding,6,1,0,Carried
Ellis County FWSD 1,WD,Ellis,11/8/22,106430000,Other,Road,2,110,21,Carried
Ellis County FWSD 1,WD,Ellis,11/8/22,84545000,Other,Utility,1,99,29,Carried
Winnsboro,CITY,Wood,5/7/22,360000,Other,Parking,1,27,43,Defeated
Mansfield,CITY,Tarrant,5/7/22,5000000,Other,Baseball Park,5,2640,3319,Defeated
Winnsboro,CITY,Wood,5/7/22,415000,Building,Civic Center,2,26,45,Defeated
Winnsboro,CITY,Wood,5/7/22,1180000,Building,City Hall,6,26,45,Defeated
Winnsboro,CITY,Wood,5/7/22,795000,Building,City Building,7,20,50,Defeated
Mansfield,CITY,Tarrant,5/7/22,78000000,Other,Library,2,2711,3282,Defeated
Winnsboro,CITY,Wood,5/7/22,1150000,Other,Street,3,23,48,Defeated
Mansfield,CITY,Tarrant,5/7/22,7000000,Other,Park,1,2703,3301,Defeated
Winnsboro,CITY,Wood,5/7/22,525000,Other,Farmers Market,4,32,39,Defeated
Mansfield,CITY,Tarrant,5/7/22,55000000,Other,Sports Complex,3,2566,3414,Defeated
Burkburnett,CITY,Wichita,5/7/22,2680000,Other,Road Utilities,1,341,947,Defeated
Burkburnett,CITY,Wichita,5/7/22,1735000,Other,Road Utilities,3,400,886,Defeated
Burkburnett,CITY,Wichita,5/7/22,730000,Other,Street and Drainage,2,336,948,Defeated
Burkburnett,CITY,Wichita,5/7/22,1120000,Other,Road Utilities,4,341,942,Defeated
Burkburnett,CITY,Wichita,5/7/22,4395000,Other,Road Utilities,5,328,949,Defeated
Windcrest,CITY,Bexar,5/7/22,5000000,Other,Aquatic Center,1,377,538,Defeated
Haltom City,CITY,Tarrant,5/7/22,25000000,Building,City Hall,1,1015,632,Carried
Winnsboro,CITY,Wood,5/7/22,985000,Other,Animal Care & Control,8,42,29,Carried
Cedar Park,CITY,Williamson,5/7/22,86600000,Other,Transportation,1,4708,2063,Carried
San Antonio,CITY,Bexar,5/7/22,471557000,Other,Street & Bridge,1,46192,18544,Carried
Cedar Park,CITY,Williamson,5/7/22,30000000,Other,Public Safety Facilities,3,4872,1875,Carried
San Antonio,CITY,Bexar,5/7/22,58375000,Building,Library,6,41802,22854,Carried
Burleson,CITY,Johnson,5/7/22,33600000,Other,Street,1,931,840,Carried
San Antonio,CITY,Bexar,5/7/22,150000000,Building,Housing Facility,4,38566,25934,Carried
San Antonio,CITY,Bexar,5/7/22,78280000,Building,Public Safety Facilities,5,41831,22434,Carried
Shavano Park,CITY,Bexar,5/7/22,10000000,Other,Road,1,528,115,Carried
Winnsboro,CITY,Wood,5/7/22,5590000,Other,Street & Bridge,5,44,27,Carried
San Antonio,CITY,Bexar,5/7/22,271915000,Other,Parks & Recreation,2,41783,22806,Carried
Burleson,CITY,Johnson,5/7/22,52400000,Other,Public Safety,2,897,874,Carried
Kerrville,CITY,Kerr,5/7/22,45000000,Building,Public Safety Facilities,1,1970,1630,Carried
Mansfield,CITY,Tarrant,5/7/22,10500000,Other,Parks & Recreation,4,3044,2929,Carried
Live Oak,CITY,Bexar,5/7/22,18000000,Other,Street & Bridge,1,418,207,Carried
San Antonio,CITY,Bexar,5/7/22,169873000,Other,Drainage,3,46574,18166,Carried
Cedar Park,CITY,Williamson,5/7/22,42200000,Other,Park,2,4585,2162,Carried
El Campo,CITY,Wharton,5/7/22,1725000,Other,Fire Station Improvements,1,452,233,Carried
Fort Worth,CITY,Tarrant,5/7/22,39320000,Other,Police & Fire,D,21481,7471,Carried
Longview,CITY,"Gregg, Harrison",5/7/22,45600000,Other,PensionObligation,A,2032,1412,Carried
Fort Worth,CITY,Tarrant,5/7/22,123960000,Other,Parks & Recreation,B,17815,11101,Carried
Fort Worth,CITY,Tarrant,5/7/22,369220000,Other,Mobility Projects,A,19570,9488,Carried
Fort Worth,CITY,Tarrant,5/7/22,12500000,Other,Library,C,17550,11297,Carried
Fort Worth,CITY,Tarrant,5/7/22,15000000,Other,Park,E,16485,12202,Carried
Itasca ISD,ISD,Hill,5/7/22,20000000,Building,School  Building,1,82,152,Defeated
Red Oak ISD,ISD,Ellis,5/7/22,9300000,Other,Athletic Facilities Improvements,3,1310,2006,Defeated
Ector County ISD,ISD,Ector,5/7/22,215255000,Other,School Building & Technology,1,3003,4786,Defeated
Poolville ISD,ISD,Parker,5/7/22,32550000,Building,School  Building,1,44,257,Defeated
Huffman ISD,ISD,Harris,5/7/22,2900000,Other,Athletic Facilities Improvements,2,501,1028,Defeated
Crandall ISD,ISD,Kaufman,5/7/22,35000000,Other,Stadium,2,566,726,Defeated
Community ISD,ISD,Collin,5/7/22,35058000,Building,Multi-Pupose Center,3,749,850,Defeated
Louise ISD,ISD,Wharton,5/7/22,17000000,Building,School  Building,1,68,288,Defeated
Sabinal ISD,ISD,Uvalde,5/7/22,4500000,Building,Multi-Pupose Center,1,136,152,Defeated
Columbus ISD,ISD,Colorado,5/7/22,90000000,Building,School  Building,1,449,892,Defeated
Ranger ISD,ISD,Eastland,5/7/22,1650000,Other,Stadium,2,42,200,Defeated
Callisburg ISD,ISD,Cooke,5/7/22,9893750,Other,Stadium,2,527,825,Defeated
Red Oak ISD,ISD,Ellis,5/7/22,156800000,Building,School  Building,1,1534,1784,Defeated
Krum ISD,ISD,Denton,5/7/22,30300000,Other,Stadium,2,437,573,Defeated
Eagle Mt-Saginaw ISD,ISD,Tarrant,5/7/22,275000000,Building,School  Building,1,1337,2670,Defeated
Coupland ISD,ISD,Williamson-Travis,5/7/22,91600000,Other,SchoolBuildingAthleticImprovements,1,68,68,Defeated
Stephenville ISD,ISD,Erath,5/7/22,50000000,Other,Stadium,1,1344,1604,Defeated
Ferris ISD,ISD,Ellis,5/7/22,12000000,Other,Performing Arts,2,280,435,Defeated
Mount Vernon ISD,ISD,Franklin,5/7/22,39500000,Building,School  Building,1,736,753,Defeated
Klein ISD,ISD,Harris,5/7/22,75200000,Other,Stadium,4,8424,9669,Defeated
Little Elm ISD,ISD,Denton,5/7/22,398500000,Other,"School Building, Buses & Technology",1,1776,1970,Defeated
Kaufman ISD,ISD,Kaufman,5/7/22,79600000,Other,SchoolBuildingAthleticImprovements,1,593,846,Defeated
Waelder ISD,ISD,Gonzales,5/7/22,12000000,Building,School  Building,1,98,165,Defeated
Terrell ISD,ISD,Kaufman,5/7/22,641900,Other,Performing Arts,2,624,792,Defeated
Trenton ISD,ISD,Fannin,5/7/22,43250000,Building,School  Building,1,181,197,Defeated
Stephenville ISD,ISD,Erath,5/7/22,25000000,Other,Athletic Facilities Improvements,2,1242,1696,Defeated
Medina Valley ISD,ISD,Medina,5/7/22,383215400,Building,School  Building,1,727,1049,Defeated
Brookesmith ISD,ISD,Brown,5/7/22,9950000,Other,"School Building, Atheltics, Renovations",1,72,245,Defeated
Iola ISD,ISD,Grimes,5/7/22,24000000,Building,School  Building,1,275,294,Defeated
New Diana ISD,ISD,Upshur,5/7/22,550000,Other,Athletic Facilities Improvements,2,327,394,Defeated
Santa Rosa ISD,ISD,Cameron,5/7/22,6100000,Building,School  Building,1,241,242,Defeated
Connally ISD,ISD,McLennan,5/7/22,39000000,Building,School  Building,1,463,580,Defeated
Joshua ISD,ISD,Johnson,5/7/22,84650000,Building,School Building & Technology,1,885,1349,Defeated
Brownsboro ISD,ISD,Henderson,5/7/22,20500000,Building,School Building & Technology,1,620,653,Defeated
Thrall ISD,ISD,Williamson,5/7/22,3683320,Other,Stadium,2,272,333,Defeated
Bonham ISD,ISD,Fannin,5/7/22,53600000,Building,School  Building,1,593,593,Defeated
Sheldon ISD,ISD,Harris,5/7/22,272000000,Building,Multi-Pupose Center,2,184,388,Defeated
Longview ISD,ISD,Gregg,5/7/22,178185000,Building,School  Building,1,803,1642,Defeated
Medina Valley ISD,ISD,Medina,5/7/22,14000000,Other,Stadium,2,548,1220,Defeated
Terrell ISD,ISD,Kaufman,5/7/22,94358110,Building,School  Building,1,684,731,Defeated
Wills Point ISD,ISD,Van Zandt,5/7/22,71965000,Building,School  Building,1,914,1082,Defeated
Paint Rock ISD,ISD,Concho,5/7/22,11750000,Building,School  Building,1,69,154,Defeated
Goliad ISD,ISD,Goliad,5/7/22,30000000,Building,School Building Improvements,1,401,420,Defeated
Edcouch-Elsa ISD,ISD,Hidalgo,5/7/22,26000000,Building,School  Building,1,514,644,Defeated
Amarillo ISD,ISD,Potter-Randall,5/7/22,19000000,Other,Athletic Facilities Improvements,2,4213,6999,Defeated
Corsicana ISD,ISD,Navarro,5/7/22,9596531,Building,Multi-Pupose Center,2,886,1626,Defeated
Joshua ISD,ISD,Johnson,5/7/22,12850000,Building,Multi-Pupose Center,2,746,1482,Defeated
Granbury ISD,ISD,Hood,5/7/22,39000000,Other,Stadium,2,2078,5574,Defeated
Fort Stockton ISD,ISD,Pecos,5/7/22,12000000,Other,Stadium,2,575,732,Defeated
Alba-Golden ISD,ISD,Wood,5/7/22,16000000,Building,School Building/Gym,1,243,626,Defeated
Sheldon ISD,ISD,Harris,5/7/22,430670000,Building,School Building & Technology,1,203,370,Defeated
Goliad ISD,ISD,Goliad,5/7/22,35000000,Building,School  Building,2,398,422,Defeated
Sheldon ISD,ISD,Harris,5/7/22,33900000,Building,Natatorium,3,181,390,Defeated
Mabank ISD,ISD,Kaufman,5/7/22,94000000,Building,School  Building,1,690,948,Defeated
Santa Rosa ISD,ISD,Cameron,5/7/22,1400000,Other,Stadium,2,219,257,Defeated
Idalou ISD,ISD,Lubbock,5/7/22,16100000,Other,Athletic Facilities Improvements,1,303,522,Defeated
Ferris ISD,ISD,Ellis,5/7/22,53000000,Other,School Building & Security,1,333,385,Defeated
Aquilla ISD,ISD,Hill,5/7/22,9250000,Other,SchoolBuildingAthleticImprovements,1,148,188,Defeated
Santa Fe ISD,ISD,Galveston,5/7/22,39000000,Building,School  Building,1,1307,1392,Defeated
Chilton ISD,ISD,Falls,5/7/22,28900000,Other,"School Building, Atheltics, Renovations",1,97,107,Defeated
Willis ISD,ISD,Montgomery,5/7/22,62570000,Other,Stadium,2,1892,1969,Defeated
Cross Roads ISD,ISD,Henderson,5/7/22,1000000,Other,Stadium,2,103,204,Defeated
Longview ISD,ISD,Gregg,5/7/22,8565000,Other,Stadium,3,794,1645,Defeated
Ranger ISD,ISD,Eastland,5/7/22,600000,Other,Housing Facility,3,36,201,Defeated
Huffman ISD,ISD,Harris,5/7/22,98900000,Other,"School, Buses, Tech",1,556,972,Defeated
Sulphur Springs ISD,ISD,Hopkins,5/7/22,93000000,Other,School Building & Buses,1,956,1191,Defeated
Amarillo ISD,ISD,Potter-Randall,5/7/22,48000000,Building,Multi-Pupose Center,4,4198,7011,Defeated
Red Oak ISD,ISD,Ellis,5/7/22,45000000,Other,Stadium,2,1311,2006,Defeated
Amarillo ISD,ISD,Potter-Randall,5/7/22,180600000,Building,School Building & Technology,1,5091,6138,Defeated
Community ISD,ISD,Collin,5/7/22,19338000,Other,Stadium,2,770,824,Defeated
Amarillo ISD,ISD,Potter-Randall,5/7/22,38300000,Building,Natatorium,3,4171,7040,Defeated
Callisburg ISD,ISD,Cooke,5/7/22,7125000,Other,Athletic Facilities Improvements,3,537,815,Defeated
Klein ISD,ISD,Harris,5/7/22,131300000,Building,Event Center,3,8758,9340,Defeated
Fort Stockton ISD,ISD,Pecos,5/7/22,84000000,Other,School Building & Buses,1,656,659,Defeated
Ector County ISD,ISD,Ector,5/7/22,183000000,Building,School  Building,2,2746,5043,Defeated
Hallettsville ISD,ISD,Lavaca,5/7/22,13820000,Building,School  Building,1,466,648,Defeated
Longview ISD,ISD,Gregg,5/7/22,40795000,Other,Athletic Facilities Improvements,2,794,1645,Defeated
Corsicana ISD,ISD,Navarro,5/7/22,70393094,Building,School  Building,1,1124,1393,Defeated
Red Oak ISD,ISD,Ellis,5/7/22,19000000,Other,Transportation,4,1385,1937,Defeated
Ferris ISD,ISD,Ellis,5/7/22,14000000,Other,Athletic Facilities Improvements,3,252,460,Defeated
Chapel Hill ISDa,ISD,Smith,5/7/22,12180000,Other,"School Building, Atheltics, Renovations",2,805,959,Defeated
Meyersville ISD,ISD,DeWitt,5/7/22,5000000,Building,School  Building,1,107,111,Defeated
Ranger ISD,ISD,Eastland,5/7/22,2750000,Other,School Building & Buses,1,47,192,Defeated
Fort Stockton ISD,ISD,Pecos,5/7/22,5000000,Building,Multi-Pupose Center,5,632,681,Defeated
Seymour ISD,ISD,Baylor,5/7/22,29500000,Building,School  Building,1,314,480,Defeated
Willis ISD,ISD,Montgomery,5/7/22,19390000,Other,Aquatic Center,3,1922,1934,Defeated
Trenton ISD,ISD,Fannin,5/7/22,1445000,Other,Stadium,3,156,219,Defeated
Mount Vernon ISD,ISD,Franklin,5/7/22,12800000,Other,Athletic Facilities Improvements,2,666,818,Defeated
Brenham ISD,ISD,Washington,5/7/22,153900000,Building,School Building & Security,1,1750,2255,Defeated
Era ISD,ISD,Cooke,5/7/22,12720000,Building,School  Building,1,130,175,Defeated
Fort Stockton ISD,ISD,Pecos,5/7/22,6000000,Building,Housing Facility,3,582,726,Defeated
Marion ISD,ISD,Guadalupe,5/7/22,39300000,Building,School  Building,1,261,396,Defeated
Granbury ISD,ISD,Hood,5/7/22,355000000,Building,School  Building,1,2401,5264,Defeated
Callisburg ISD,ISD,Cooke,5/7/22,11481250,Building,School  Building,1,658,691,Defeated
San Saba ISD,ISD,San Saba,5/7/22,18000000,Building,School  Building,1,191,278,Defeated
Greenville ISD,ISD,Hunt,5/7/22,169400000,Building,School  Building,1,1073,1402,Defeated
Longview ISD,ISD,Gregg,5/7/22,2440000,Other,Aquatic Center,4,854,1573,Defeated
New Diana ISD,ISD,Upshur,5/7/22,23210000,Building,School  Building,1,327,393,Defeated
Olney ISD,ISD,Young,5/7/22,6000000,Other,Athletic Facilities Improvements,1,173,198,Defeated
Chapel Hill ISDa,ISD,Smith,5/7/22,113060000,Building,School  Building,1,858,900,Defeated
Carrizo Springs CISD,ISD,Dimmit,5/7/22,85000000,Other,School Building & Buses,1,168,738,Defeated
Carrizo Springs CISD,ISD,Dimmit,5/7/22,27500000,Other,Athletic Facilities Improvements,2,168,738,Defeated
Cross Roads ISD,ISD,Henderson,5/7/22,6000000,Other,Athletic Facilities Improvements,1,128,180,Defeated
Abbott ISD,ISD,Hill,5/7/22,12000000,Other,SchoolBuildingAthleticImprovements,1,112,59,Carried
Northside ISDa,ISD,Bexar,5/7/22,992000000,Other,School Building & Buses,1,19650,14615,Carried
Buena Vista ISD,ISD,Pecos,5/7/22,4000000,Building,Housing Facility,2,67,32,Carried
Shallowater ISD,ISD,Lubbock,5/7/22,1500000,Other,Stadium,2,575,312,Carried
Belton ISD,ISD,Bell,5/7/22,168825000,Building,School Building & Security,1,2831,2786,Carried
Center ISD,ISD,Shelby,5/7/22,4000000,Other,Athletic Facilities Improvements,2,282,266,Carried
Prairiland ISD,ISD,Lamar,5/7/22,8000000,Other,Athletic Facilities Improvements,2,339,88,Carried
Tyler ISD,ISD,Smith,5/7/22,89000000,Building,School  Building,1,4615,2537,Carried
Temple ISD,ISD,Bell,5/7/22,164800000,Building,School  Building,1,2342,1865,Carried
Mineola ISD,ISD,Wood,5/7/22,29855000,Building,School  Building,1,604,398,Carried
Boerne ISD,ISD,Kendall,5/7/22,3000000,Other,Technology,2,3239,2742,Carried
Blanco ISD,ISD,Blanco,5/7/22,40000000,Building,School  Building,1,679,225,Carried
Alvarado ISD,ISD,Johnson,5/7/22,107450000,Building,School Building/Gym,1,335,121,Carried
Peaster ISD,ISD,Parker,5/7/22,3500000,Building,School Building & Buses,1,345,284,Carried
Argyle ISD,ISD,Denton,5/7/22,221085000,Other,"School Building, Buses & Technology",1,2815,1230,Carried
London ISD,ISD,Nueces,5/7/22,1500000,Other,Technology,3,244,141,Carried
Belton ISD,ISD,Bell,5/7/22,5000000,Other,Technology,2,2809,2803,Carried
Normangee ISD,ISD,Leon,5/7/22,18600000,Other,SchoolBuildingAthleticImprovements,1,289,183,Carried
Deer Park ISD,ISD,Harris,5/7/22,17500000,Other,Technology,2,980,547,Carried
Crandall ISD,ISD,Kaufman,5/7/22,345000000,Other,"School, buses, technology",1,717,576,Carried
Anahuac ISD,ISD,Chambers,5/7/22,47000000,Building,School  Building,1,486,369,Carried
Community ISD,ISD,Collin,5/7/22,595604000,Building,School  Building,1,970,640,Carried
Sanger ISD,ISD,Denton,5/7/22,130000000,Building,SchoolBuildingAthleticImprovements,1,949,706,Carried
Lago Vista ISD,ISD,Travis,5/7/22,13184000,Building,Community Center,3,1005,989,Carried
Galveston ISD,ISD,Galveston,5/7/22,4535000,Other,Technology,4,3779,2485,Carried
Pasadena ISD,ISD,Harris,5/7/22,281269000,Building,School  Building,1,2972,1502,Carried
Galveston ISD,ISD,Galveston,5/7/22,24270000,Other,Stadium,5,3284,2936,Carried
Montgomery ISD,ISD,Montgomery,5/7/22,5400000,Other,Technology,3,3280,1748,Carried
Gunter ISD,ISD,Grayson,5/7/22,78800000,Building,School  Building,1,552,209,Carried
Bullard ISD,ISD,Smith,5/7/22,82000000,Building,School  Building,1,827,562,Carried
London ISD,ISD,Nueces,5/7/22,79450000,Building,School  Building,1,219,165,Carried
Buena Vista ISD,ISD,Pecos,5/7/22,56000000,Other,School Building & Buses,1,68,31,Carried
Galveston ISD,ISD,Galveston,5/7/22,15980000,Other,Aquatic Center,2,3534,2761,Carried
Humble ISD,ISD,Harris,5/7/22,45000000,Other,Technology,2,7692,4375,Carried
Whitewright ISD,ISD,Grayson,5/7/22,15000000,Building,School  Building,1,288,267,Carried
White Settlement ISD,ISD,Tarrant,5/7/22,115000000,Building,SchoolBuildingAthleticImprovements,1,1250,1105,Carried
Alvarado ISD,ISD,Johnson,5/7/22,17550000,Other,Athletic Facilities Improvements,2,300,163,Carried
Bullard ISD,ISD,Smith,5/7/22,21000000,Other,Athletic Facilities Improvements,2,765,623,Carried
Lago Vista ISD,ISD,Travis,5/7/22,4123500,Other,Stadium,1,1025,977,Carried
Cotulla ISD,ISD,La Salle,5/7/22,65000000,Other,"School Building, Athletic Facility, Transportation",1,372,192,Carried
Culberson County-Allamoore ISD,ISD,Culberson,5/7/22,3000000,Building,Housing Facility,3,287,122,Carried
Crandall ISD,ISD,Kaufman,5/7/22,20000000,Other,Performing Arts,3,657,638,Carried
Fort Stockton ISD,ISD,Pecos,5/7/22,3000000,Other,Technology,4,765,545,Carried
Harlandale ISD,ISD,Bexar,5/7/22,22000000,Refund,Refunding Notes,2,966,913,Carried
Spring Branch ISD,ISD,Harris,5/7/22,14975000,Other,Technology,2,9780,3769,Carried
Leon ISD,ISD,Leon,5/7/22,10000000,Building,School  Building,1,285,155,Carried
